,topic,argument,key_point,stance,label
385,Assisted suicide should be a criminal offence,assisted suicide should be a criminal offence because the person is basically killing the other person.,Assisted suicide is akin to killing someone,1,1
18825,We should legalize prostitution,prostitution is a disgraceful trade and should remain banned in all areas.,Selling one's body is immoral,-1,1
12484,We should ban the use of child actors,for a parent to basically sell their child out as labor for their own purposes is wrong. children should be allowed to grow up in a normal environment.,Child performers are at risk of exploitation,1,1
14762,We should end mandatory retirement,Mandatory retirement contributes to leaving older people feeling directionless after being forced to stop working against their will. This contributes to high rates of depression and other mental illnesses in older populations.,A mandatory retirement reduces the quality of life for those forced to retire,1,1
24027,We should subsidize vocational education,we should subsidize vocational education because there is a real need for certain trades.,subsidizing vocational education promotes those with fewer resources,1,0
23751,We should subsidize vocational education,vocational education is just as important as college education and should be funded just as well.,vocational education better fits many students,1,0
14222,We should end affirmative action,affirmative action should be ended as it just benefits certain people.,Affirmative action diminishes the achievements of minorities,1,0
4752,We should abandon the use of school uniform,school uniforms stifle the ability of kids to be creative in how they dress and express themselves.,School uniforms increase conformity or harm individuality,1,0
12479,We should ban the use of child actors,everyone has the right to develop their maximum potential regardless of whether they are children or adults.,Acting may be the child's dream,-1,0
20264,We should legalize sex selection,we should not allow such an immoral thing that will more than likely fuel the inequality of genders by promoting men as more valuable,Sex selection will create abortions/infanticide,-1,0
13955,We should end affirmative action,affirmative action does not allow those that have earned their way to progress as they should be able to. someone of another race my get chosen just because of their race and not because they deserve it.,Affirmative action diminishes the achievements of minorities,1,0
14740,We should end mandatory retirement,mandatory retirement allows job markets to be cleared of those that should be retired because of slowing of the cognitive processes associated with old age letting in younger job seekers.,A mandatory retirement age creates opportunities for other workers,-1,1
14459,We should end affirmative action,"we should be aiming for equality not reverse discrimination, end affirmative action and establish equal access for all",Affirmative action is ineffective,1,0
13402,We should close Guantanamo Bay detention camp,Guantanamo can provide security for accused terrorists who would be hurt in the general prison population.,Closing the Guantanamo bay detention camp would harm national security,-1,0
1466,Homeschooling should be banned,homeschooling is not the best way to learn.,Mainstream schools are essential to develop social skills,1,0
14106,We should end affirmative action,affirmative action is no longer necessary in modern society. society is much more equitable and fair to all persons than in history and society can self monitor and self adjust better than before.,Affirmative action diminishes the achievements of minorities,1,0
9780,We should adopt libertarianism,libertarianism would help society even out.,Libertarianism increases economic growth,1,0
21910,We should subsidize journalism,Journalism is critical to creating an informed populace. Subsidization will allow it to provide even more information.,Subsidy increases objectivity in reporting,1,0
5872,We should abolish capital punishment,"some criminals are too dangerous and have to be dealt with effectively, and capital punishment is the only choice.",The death penalty is acceptable in cases of severe crimes,-1,1
6335,We should abolish intellectual property rights,If you think of something first you don't want another person stealing that idea and profiting out of it.,Intellectual property rights protect against stealing,-1,1
16023,We should fight urbanization,urbanization leads to increasesd air pollution which has a significant impact on human health,Urbanization harms the environment,1,1
4545,We should abandon the use of school uniform,"school uniforms help stop bullying because when people are similarly dressed, nobody is made to feel inferior.",School uniforms saves costs,-1,0
16123,We should fight urbanization,urbanizations alleviate the overpopulation of large cities,Urbanization benefits the economy,-1,0
10654,We should ban human cloning,human cloning should be banned because it allows for governments to expoit these humans or copy existing humans creating a moral crisis.,Cloning is unethical/anti-religious,1,1
8566,We should adopt an austerity regime,we should adopt an austerity regime and carefully research the best ways to spend tax dollars.,Austerity is necessary to reduce deficits or pay debts,1,0
20628,We should prohibit flag burning,it often inflames the situations and leads to violence,flag burning is an inflammatory act,1,1
17816,We should legalize cannabis,legalizing cannabis would cause overdose problems and possible death,Legal cannabis will boost the black-market/criminal activity,-1,0
5067,We should abandon the use of school uniform,we should not abandon the use of school uniform is because parents or families do not have to spend a lot of money on clothing and so that no students will boasts or jealous on what each others are wearing.,School uniforms encourage discipline or focus on learning,-1,0
13133,We should close Guantanamo Bay detention camp,Guantanamo Bay detention camp is synonymous with torture and the flagrant abuse of human rights; it must be shut down immediately.,Detainees have the right to trial in US courts,1,0
16694,We should introduce compulsory voting,it should be the right of the individual whether to vote or not to vote.,Citizens have a right not to vote,-1,1
12706,We should ban the use of child actors,the use of child actors should be banned to end the exploitation.,Child performers are losing their childhood,1,0
11984,We should ban the use of child actors,Acting may be a dream for a child and we do not want to crush their dreams.,The parents should decide for their child,-1,0
8907,We should adopt atheism,atheists get a lot of criticism from multiple religious groups and for their protection they shouldn't adopt atheism,Atheism lacks morality,-1,0
3516,We should abandon marriage,"Marriage is an outdated institution. All types of relationships and family units (one-parent families, homosexual relationships, etc. ) should be embraced and treated equally.",Most of the advantages of marriage are achieved by a monogamous relationship,1,0
12929,We should ban the use of child actors,we should not ban the use of child actors as many are talented actors who enjoy performing and can use this as a stepping stone to an adult career.,The parents should decide for their child,-1,0
22148,We should subsidize journalism,subsidizing journalism causes a glut of useless items that distract from the most important stories affecting our nation.,It is preferable to spend the money elsewhere,-1,0
1472,Homeschooling should be banned,homeschooling is not well regulated and overseen by independent bodies,Parents are not qualified as teachers,1,0
8720,We should adopt atheism,Adopting atheism would be a way to isolate and be against religions and it does not seem right,Atheism lacks morality,-1,0
3472,We should abandon marriage,"marriage is an out date institution, and promotes failure in the form of divorce, so we should abandon it.",Marriage preserves norms that are harmful for women,1,0
5378,We should abolish capital punishment,capital punishment is cruel and in some cases people have been punished for crimes they didn't commit,The death penalty is a waste of resources,1,0
3007,The vow of celibacy should be abandoned,the vow of celibacy when used honestly means more focus on the flock than the priest's own family so should be kept.,Celibacy allows a priest to focus on God,-1,1
11122,We should ban private military companies,innovation and freedom to operate without direct state mandate are important to stay on the cutting edge of military developments and this can only be achieved in the competitive private space,Hiring private military companies is financially beneficial,-1,0
4691,We should abandon the use of school uniform,"School uniforms prevent students from being able to express themselves by forcing everyone to dress homogeneously, this is bad for mental health and personal development.",School uniforms are expensive,1,0
2721,The vow of celibacy should be abandoned,"the vow of celibacy is outdated, and unnecessary. the sexual drive is human nature, and there is no need to deny it.",Celibacy reduces the pool of people wanting to become priests,1,0
15873,We should fight urbanization,urbanization increases pollution and congestion in cities.,Restrictions on migration would benefit people in the rural areas economically/socially,1,0
1304,Homeschooling should be banned,homeschooling deprives children of essential social interaction with their peers.,Mainstream schools are of higher educational quality,1,0
12901,We should ban the use of child actors,we should ban the use of child actors because they need to be kids not waste their lifes acting,Child performers are losing their childhood,1,1
1930,Homeschooling should be banned,parents should have the freedom to raise their children the way the wish to.,Homeschools can be personalized to the child's pace/needs,-1,0
10799,We should ban human cloning,it could lead to medical advances good for humanity,Cloning promotes science/research,-1,1
8015,We should adopt an austerity regime,austere measures are necessary to get the national debt under control.,Austerity is important to increase stability,1,0
15697,We should fight urbanization,urbanization and having high concentration of people in these areas will cause and increase in crime.,Urbanization is causing a strain on the cities' resources,1,0
24021,We should subsidize vocational education,we should subsidize vocational education because knowledge is important. we need more skilled tradesmen and workers to keep our economy afloat.,vocational education is beneficial for the entire market/society,1,1
20626,We should prohibit flag burning,it is just a piece of material and therefore not that important,flag burning is justified due to freedom of expression,-1,0
2881,The vow of celibacy should be abandoned,the vow of celibacy should be abandoned because people should be able to make love to whomever they want to,Celibacy reduces the pool of people wanting to become priests,1,0
32,Assisted suicide should be a criminal offence,Allowing assisted suicide would enable greedy relatives to take advantage of ill relatives for their own financial gain,Assisted suicide should not be allowed because many times people can still get better,1,0
7134,We should abolish the right to keep and bear arms,"it is a constitutinal right to bear arms and to allow you to enjoy sports, hunting and protecting you and your close relations",Gun ownership is necessary for hunting/sports-shooting,-1,1
2388,The vow of celibacy should be abandoned,It is unnatural for people to be celibate and particularly those who then go on to be involved in other people's marriages and children such as priests will have absolutely no idea of the subject matter.,Celibacy leads to wrong sexual behaviour,1,0
12835,We should ban the use of child actors,we must not allow child labor wherever it comes from,Child performers tend to develop problems later in life,1,0
21635,We should prohibit women in combat,women should be allowed to fight in the same way men are because they're equally capable and shouldn't be held back by their gender.,Women should be accepted as long as they pass the tests,-1,0
17694,We should legalize cannabis,it is an illegal drug and shouldn't be sold to the public,Legal cannabis can be getting to the hand of underage teenagers/children,-1,0
10697,We should ban human cloning,Human cloning should not be prohibited because these are scientific advances that benefit humanity,Cloning promotes science/research,-1,1
1531,Homeschooling should be banned,homeschooling keeps children from socializing and learning to work with other people.,Parents are not qualified as teachers,1,0
5427,We should abolish capital punishment,Capital punishment is more humane than leaving someone to rot in a prison cell for the rest of their life and other punishments like solitary confinement.,The death penalty is proportional,-1,0
16277,We should introduce compulsory voting,all votes should be heard and must be obligatory for all adults and not voting must include some penalties.,Compulsory voting increases representation,1,0
22214,We should subsidize journalism,subsidizing journalism would encourage more people to go into the field.,Subsidy increases objectivity in reporting,1,0
19273,We should legalize sex selection,Gender selection helps families balance the number of boys and girls in their family.,Sex selection makes the family more happy/complete,1,0
20116,We should legalize sex selection,there are valid medical reasons for using sex selection to combat certain diseases,Sex selection prevents diseases in the child,1,1
17862,We should legalize cannabis,Legalizing marijuana would benefit the black market / drug cartels since the prices charged by state-licensed sellers can easily be undercut by cartels.,Cannabis is a gateway-drug/addictive,-1,0
10581,We should ban human cloning,Human cloning makes it possible to make specific human body parts that a person's body would be less likely to reject.,Cloning can be used to create more advanced humans,-1,0
2705,The vow of celibacy should be abandoned,the vow of celibacy is outdated and unrealistic for a majority of the people,Celibacy is unhealthy/unnatural,1,0
12801,We should ban the use of child actors,tv shows and movies need child actors to tell stories.,Child performers should not be banned as long as there is supervision/regulation,-1,0
17039,We should legalize cannabis,a shift from drinking alcohol to cannabis use will decrease crimes because the amount of crime and violence caused by alcohol use is ten times higher than by marijuana,If cannabis was legalized it could be regulated,1,0
19409,We should legalize sex selection,legalised sex selection will cause a damaging shift in the usual 50:50 demographic split between men and women,Sex selection will create abortions/infanticide,-1,0
15618,We should fight urbanization,the urbanization of american is detrimental to the country because it creates large segments of society that cannot support themselves and intensifies pollution and the use of resources.,Urbanization harms the environment,1,1
2192,The vow of celibacy should be abandoned,Celibacy is a pretty strong religious belief. Those who believe in celibacy should have the right to do so. Having sex before marriage is a sin in their eyes and society shouldn't judge.,Celibacy makes the priests to be perceived as holy,-1,0
19296,We should legalize sex selection,if all families decide to only select one sex then there will be an imbalance between the sexes,Sex selection can lead to gender imbalance,-1,1
22660,We should subsidize space exploration,space exploration has the ability to solve the problem of limited materials on earth,Space exploration unravels information about the universe,1,0
3824,We should abandon marriage,marriage shouldn't be abandoned because of the affect that it can have on both parties finances,Marriage makes people happy,-1,0
19955,We should legalize sex selection,sex selection should not be legalized as it isnt ethical its going against the natural course of life,Sex selection can lead to gender imbalance,-1,0
21459,We should prohibit women in combat,"women do not have the physical abilities that men do, which are necessary in life or death combat situations",Women soldier capture is a big concern,1,0
21677,We should prohibit women in combat,women should be prohibited in combat because i think they are better suited at home and in the community.,Women cannot overcome physical/emotional/mental barriers,1,0
13347,We should close Guantanamo Bay detention camp,guantanamo bay provides a safe place to house those people who pose a real threat to national security.,The Guantanamo bay detention camp is essential to gain intelligence,-1,0
15151,We should end mandatory retirement,we should allow for everyone to work as long as they wish to provide for themselves,A mandatory retirement age harms the economy,1,0
20386,We should legalize sex selection,"when people mess with mother nature by trying to select the sex of their child, only bad things can happen.",Sex selection will create abortions/infanticide,-1,0
12920,We should ban the use of child actors,we should not ban the use of child actors as it could cause huge job losses in the entertainment industry.,Acting may be the child's dream,-1,0
10791,We should ban human cloning,it could help lead the way to find a cure for certain diseases,Cloning can be used for organ replication,-1,0
714,Assisted suicide should be a criminal offence,Legalizing assisted suicide may cause undo stress on other people with terminal illnesses. It might cause them to wonder if they are an undo burden on friends and family.,Assisted suicide violates the doctor's role,1,0
2938,The vow of celibacy should be abandoned,the vow of celibacy should not be abandoned because many people still respect it.,Celibacy allows a priest to focus on God,-1,0
12862,We should ban the use of child actors,we should ban the use of child actors because it exposed them to the horrors of the entertainment industry and cause drug addictions or mental issues when they get older,Child performers have a lot of pressure,1,0
20152,We should legalize sex selection,this is immoral and unnatural and goes against what nature intended,Sex selection is expensive,-1,0
7793,We should adopt an austerity regime,"adopting an austerity regime may negatively impact the demand side of the economy, hampering economic growth.",Austerity results in lower job creation,-1,0
5628,We should abolish capital punishment,death penalty brings closure to families and saving taxpayers millions of dollars every year,The death penalty is proportional,-1,0
4634,We should abandon the use of school uniform,School uniforms make all students look the same which prevents clothing from re-establishing economic class hierarchies and makes school more egalitarian.,School uniforms encourage discipline or focus on learning,-1,0
2833,The vow of celibacy should be abandoned,"the vow of celibacy should be abandoned because it does more harm than good in that many people who practice celibacy, such as priests, often crack and seek release in harmful ways.",Celibacy is outdated,1,0
8114,We should adopt an austerity regime,Austerity regime is important for maintaining only important spending from government when their is lack of economic growth in the country. It helps in cutting useless spending and revitalize the economy,Austerity is important to increase stability,1,0
21252,We should prohibit women in combat,women are just as capable at defending our country as men and preventing them from military duties is equivacable to gender inequality.,Women are an asset in combat,-1,0
22140,We should subsidize journalism,subsidizing journalism allows more voices to be heard,Subsidy increases objectivity in reporting,1,0
17261,We should legalize cannabis,cannabis has never been scientifically proven to help any conditions.,Legal cannabis can be getting to the hand of underage teenagers/children,-1,0
9800,We should adopt libertarianism,libertarianism would stop people from being able to progress and make the poor even poorer while the rich do fine.,Libertarianism harms economic growth,-1,0
5228,We should abolish capital punishment,Capital punishment denies due process by making it impossible for new evidence or good behavior to change the sentence.,The death penalty irreversible,1,1
10726,We should ban human cloning,human cloning will provide necessary organs when there are few resources,Cloning promotes science/research,-1,0
5103,We should abandon the use of school uniform,we shouldn't abandon the use of school uniform as it sets boundaries for students and shows they represent an establishment that is great at teaching,School uniforms saves costs,-1,0
8735,We should adopt atheism,adopting atheism would violate freedom of religion,Atheism lacks morality,-1,0
10048,We should adopt libertarianism,we should not adopt libertarianism because there is no compassion in this type of politics. people who want libertarianism are mostly rich and want a society where everyone looks after themselves.,The government is essential to protect the rights of citizens,-1,0
4469,We should abandon the use of school uniform,school uniforms does nothing to decrease the amount of violence occurring in schools.,School uniforms increase conformity or harm individuality,1,0
17513,We should legalize cannabis,cannabis should be legalized as it has been medically proved to be a beneficial pain management treatment for people who may not have direct access to a physician.,Legalizing cannabis will reduce black-market/criminal activity,1,0
8348,We should adopt an austerity regime,ordinary citizens should not have to be deprived because of the actions of politicians,Austerity is unfair to the citizens,-1,1
22778,We should subsidize space exploration,space exploration is invaluable because it may help us to find solutions for global warming or even planets that can sustain human life.,Space exploration is financially beneficial,1,0
22427,We should subsidize space exploration,because of overpopulation space exploration must be subsidized so that humanity can find a new home since it has destroyed earth,Space exploration improves science/technology,1,0
6509,We should abolish intellectual property rights,intellectual property rights limit creativity and put too much power in the hands of corporations which have the resources to crush the liberty of people who innocently re-post content.,Intellectual property prevents the continuous improvement of a service/product,1,0
14773,We should end mandatory retirement,mandatory retirement denigrates the experienced professional who has worked for years. we must end this practice because it undermines the economic and emotional stability of the individual,A mandatory retirement age decreases institutional knowledge,1,0
8629,We should adopt an austerity regime,we should not adopt an austerity regime because it will hurt the poor,Austerity extend recessions,-1,0
12602,We should ban the use of child actors,Many child actors are put under a huge amount of pressure to perform well and can be denied most of their childhood by unscrupulous adults that only want to profit from their talents.,Child performers tend to develop problems later in life,1,0
2252,The vow of celibacy should be abandoned,celibacy is the only 100% effective way to prevent pregnancy,Celibacy allows a priest to focus on God,-1,0
23486,We should subsidize vocational education,no education system should be subsidized because we could have an indoctrination center and not education centers.,subsidizing vocational education is expensive,-1,0
16348,We should introduce compulsory voting,compulsory voting improves voting turnaround.,People have an obligation to vote,1,0
5595,We should abolish capital punishment,capital punishment would be unfair to those who were wrongfully sentenced to death for a crime they did not commit.,The death penalty harms the disenfranchised,1,0
9484,We should adopt libertarianism,Libertarianism decreases prices and operating costs by removing corporate regulations.,Libertarianism increases freedom in the political system,1,0
22975,We should subsidize space exploration,subsidising space exploration would enable more discoveries to be made.,Space exploration can help in colonizing the resources/lands of other planets,1,0
20128,We should legalize sex selection,there is nothing wrong with a family wanting a specific sex when they have a child. this should be supported and families should be helped in any way to achieve their desired result.,It is within the freedoms of the parents to select the sex of the child,1,1
15902,We should fight urbanization,urbanization is bad for farmers because they have less land to grow crops and is hurtful for the environment,Urbanization causes crime,1,0
14647,We should end mandatory retirement,citizens should have the right to choose when to withdraw,A mandatory retirement reduces the quality of life for those forced to retire,1,0
2402,The vow of celibacy should be abandoned,it should be abandoned because they have the same desires as every human has,Celibacy reduces the pool of people wanting to become priests,1,0
22063,We should subsidize journalism,journalists receiving subsidies can be biased and untrustworthy,Government intervention has the risk of inserting bias/harming objectivity,-1,1
7979,We should adopt an austerity regime,an austerity regime would only control us more.,Austerity cuts access to essential services,-1,0
815,Assisted suicide should be a criminal offence,people should be allowed to die with dignity instead of suffering a long painful death.,People should have the freedom to choose to end their life,-1,0
5986,We should abolish capital punishment,"the modern death penalty is intended to be painless and effective and the process is much more humane than electrocution, firing squads, or hanging, which were common in the past",The death penalty saves costs to the state,-1,0
4365,We should abandon the use of school uniform,school uniforms can cause a problem for children and teens who have questions about their gender identification,School uniform harms learning/creativity,1,0
8649,We should adopt an austerity regime,we should not adopt an austerity regime because the burden falls most on those least able to cope who are dependent on services provided by the state,Austerity extend recessions,-1,0
22075,We should subsidize journalism,many communities have little or no coverage of local events subsidized journalism would help to fill this gap.,Subsidy increases objectivity in reporting,1,0
8702,We should adopt an austerity regime,"yes, we are too far in debt with no way to pay back even the interest that debt is incurring, without borrowing more money.",Austerity is important in the long term,1,0
2976,The vow of celibacy should be abandoned,the vow of celibacy shouldn't be abandoned because it can lower the spread of stds,Celibacy makes the priests to be perceived as holy,-1,0
23357,We should subsidize space exploration,we should subsidize space exploration to find what information is available in our solar system.,Space exploration improves science/technology,1,0
7555,We should abolish the right to keep and bear arms,we cannot just decide to remove the second amendment that was ratified hundreds of years ago.,Gun control is ineffective,-1,0
19153,We should legalize prostitution,we should not legalize prostitution because they spread too many deceases so we need to get rid of prostitution,Legalization will lead to more sexually transmitted diseases,-1,1
6760,We should abolish intellectual property rights,we cannot abolish intellectual property rights because artists and scientists need to have their ideas and innovations protected so that they can earn a living in their fields,"People, or a business, own their innovations and should be able to be compensated for their endeavour",-1,1
6619,We should abolish intellectual property rights,ip rights cause stagnation in the market,Intellectual property rights harm creativity/innovation,1,0
6175,We should abolish capital punishment,Without capital punishment truly dangerous perpetrators always have the potential of finding some way out of jail and causing more harm to society.,The death penalty is acceptable in cases of severe crimes,-1,0
1049,Homeschooling should be banned,children can get more one on one assistance when they are homeschooled and can learn at their own pace.,Homeschooling is often the best option for catering for the needs of exceptional/religious/ill/disabled students.,-1,0
7263,We should abolish the right to keep and bear arms,the 2nd amendment allows us gun ownership as a basic right.,Gun ownership is a right,-1,1
8271,We should adopt an austerity regime,"if a country's debt is unsustainable, it might be necessary to get things in order.",Austerity is important to increase stability,1,0
8027,We should adopt an austerity regime,austerity during times of financial instability ends up hurting people who depend on social programs,Austerity results in lower growth,-1,0
5346,We should abolish capital punishment,capital punishment is an outdated system that needs an upheaval.,The death penalty harms the disenfranchised,1,0
5963,We should abolish capital punishment,The death penalty perpetuates the cycle of violence.,The death penalty irreversible,1,0
12912,We should ban the use of child actors,we should ban the use of child actors since it puts so much pressure on them. they should be growing up with a stable life and just enjoy being a kid.,Child performers tend to develop problems later in life,1,0
5044,We should abandon the use of school uniform,"we should not abandon school uniform because, otherwise will be discrimination between poor and rich kids.",School uniforms create a sense of equality/unity,-1,1
17416,We should legalize cannabis,"cannabis is no worse than alcohol, which has been legal for years, it's a waste of money to enforce a pointless law.",Alcohol and tobacco are more harmful drugs yet remain legal,1,1
17470,We should legalize cannabis,cannabis leads on to much harder drugs and addiction,Cannabis increases lack-of-judgement/accidents,-1,0
1368,Homeschooling should be banned,homeschooling has proven to be just as educational as traditional schools.,The home is a good learning environment,-1,1
13336,We should close Guantanamo Bay detention camp,guantanamo bay needs to be closed because it's not a safe place even for the criminals held within it or more especially for them.,Detainees have the right to trial in US courts,1,0
6369,We should abolish intellectual property rights,intellectual property rights allow a person to reap the rewards for having come up with and develop an innovative idea.,Intellectual property rights protect against stealing,-1,0
7861,We should adopt an austerity regime,An austerity regime is very important during economically stressful times.,Austerity regime is essential in economically troubled times,1,1
22817,We should subsidize space exploration,space exploration is such a costly exercise that subsidising would put an enormous strain on any country's finances that can be ill afforded when there are so many more causes that need supporting on earth.,Space exploration is expensive,-1,1
1682,Homeschooling should be banned,homeschooling should be supportive by any means because will help kids to be successful at school and tomorrow on their life.,Parents should be permitted to choose the education of their children,-1,0
13350,We should close Guantanamo Bay detention camp,guantanamo bay provides a valuable service in the war on terror,The Guantanamo bay detention camp is essential to gain intelligence,-1,0
14822,We should end mandatory retirement,mandatory retirement helps younger workers get jobs,A mandatory retirement age creates opportunities for other workers,-1,1
18217,We should legalize cannabis,we should legalize cannabis for best healthy of body,Cannabis is financially beneficial,1,0
18332,We should legalize prostitution,a woman that is okay with selling her body is going to do it anyway so might as well make it legal.,"Legalizing sex work increases sex workers' benefits (e.g. health care, safe sex, unionization, etc.)",1,0
4037,We should abandon marriage,we should not abandon marriage because many religious people still believe in marriage,Marriage provides important financial benefits,-1,0
6857,We should abolish intellectual property rights,we should ban intellectual property rights because not everyone sees issue such as copyright in the same way. there can be loopholes which people abuse.,intellectual property rights are ineffective,1,1
18376,We should legalize prostitution,if prostitution was legal it would give prostitutes a lot more protection.,Sex work is a valid choice over your body,1,0
10413,We should ban human cloning,human cloning could lead to scientific breakthroughs that could solve many of the world's problems.,Cloning promotes science/research,-1,1
9814,We should adopt libertarianism,"libertarians think that people should be able to live doing whatever they want, but sometimes limits to freedom must be made for the greater good.",Libertarianism harms minorities/those who are worse off,-1,0
12140,We should ban the use of child actors,child actors are needed to fulfill certain roles,Child performers are necessary for roles,-1,1
18732,We should legalize prostitution,people committing rape could just leave money and claim that they paid for it and that it was legal and consentual.,Legalization will lead to more sexually transmitted diseases,-1,0
9907,We should adopt libertarianism,there is too much government. we need to adopt a libertarianism way of things to improve all our lives.,Libertarianism increases economic growth,1,0
12648,We should ban the use of child actors,so few child actors go on to have a stable childhood and normal adulthood having lived in the artificial world of show business.,Child performers are at risk of exploitation,1,0
22264,We should subsidize journalism,the journalism won't be able to be trusted. it could be biased depending on who does the subsidising.,Journalism is like every other business and if it is not sustainable it should fail,-1,0
98,Assisted suicide should be a criminal offence,"assisted suicide is a blessing not a crime. a person who wants to be assisted in this is in great pain or has no ability to be cured, let someone give the suffering the chance to end it.",Assisted suicide reduces suffering,-1,1
21378,We should prohibit women in combat,women aren't as physically capable as men of handling the physical pressures of combat.,Women in combat can be a distraction or harm the function of the military,1,0
14850,We should end mandatory retirement,mandatory retirement is an extremely detrimental concept as businesses can lose their most valued and knowledgeable employees,A mandatory retirement is not fair/discriminatory,1,0
7141,We should abolish the right to keep and bear arms,it is a constitutional right to keep and bear arms for self protection and to participate in firearm sports,Gun ownership promotes self protection,-1,1
13209,We should close Guantanamo Bay detention camp,guantanamo bay is a place where terrorists can be held away from the general prison population where they would be vulnerable or in a position to spread their ideology,The Guantanamo bay detention camp is essential to gain intelligence,-1,0
14968,We should end mandatory retirement,"many retirees are often below the poverty line, unable to heat their house and unable to eat a healthy diet. allow them the opportunity to work later in life to be able to improve their standard of life",A mandatory retirement is not fair/discriminatory,1,0
15246,We should end mandatory retirement,we should not end mandatory retirement for a few reasons. the older workers are clogging up positions that the younger generations need to start their careers. the older workers also aren't as efficient.,A mandatory retirement age creates opportunities for other workers,-1,1
8007,We should adopt an austerity regime,as a last ditch effort the government should be allowed to cut programs and spending to stabilize the economy to prevent failing.,Austerity is important in the long term,1,0
23644,We should subsidize vocational education,"too many providers of vocational education, such as for-profit colleges, do not meet the standards of government subsidization.",subsidizing vocational education leads to an influx in those professions,-1,0
628,Assisted suicide should be a criminal offence,if a person who is dying anyway wants to end their life in a peaceful way then they should be able to do so.,Assisted suicide gives dignity to the person that wants to commit it,-1,0
16092,We should fight urbanization,urbanization results in resources becoming more scarce,Restrictions on migration would benefit people in the rural areas economically/socially,1,0
610,Assisted suicide should be a criminal offence,helping someone to commit suicide is murder and should be criminalized,Assisted suicide violates the doctor's role,1,0
10451,We should ban human cloning,Human cloning goes against nature and should be banned.,Cloning is unethical/anti-religious,1,0
21792,We should subsidize journalism,"funding comes with overt or covert strings attached, certain criticisms of the government would vanish",Government intervention has the risk of inserting bias/harming objectivity,-1,1
18989,We should legalize prostitution,prostitution should not be legalized as it is an unclean profession,Legalizing sex work will increase violence against women,-1,0
2769,The vow of celibacy should be abandoned,the vow of celibacy must be kept in order for the church to remain faithful to tradition. otherwise it is no longer the same religion.,Celibacy makes the priests to be perceived as holy,-1,0
22352,We should subsidize journalism,we should not subsidize journalism is because the government will have a full control of news they are reporting and this is not good there is always a favorable sides will take place,Government intervention has the risk of inserting bias/harming objectivity,-1,1
5731,We should abolish capital punishment,"it is inhumane and teaches that violence solves violence until the justice system is 100% correct all the time, we cannot risk killing someone that may later be proven innocent",The death penalty harms the disenfranchised,1,0
22353,We should subsidize journalism,we should not subsidize journalism is because the government will have a full control of news they are reporting and this is not good there is always a favorable sides will take place,It is preferable to spend the money elsewhere,-1,0
13569,We should close Guantanamo Bay detention camp,it`s been proved that some of guantanamo bay people has been identified as terrorist and knowing that guantanamo bay should still be in operation.,Closing the Guantanamo bay detention camp would harm national security,-1,1
1759,Homeschooling should be banned,homeschooling strips children of necessary socialization,Homeschools cannot be regulated/standardized,1,0
22432,We should subsidize space exploration,"climate change and overpopulation make the future of life on earth dubious. therefore, we should be exploring other options in case we need them down the line.",Space exploration is financially beneficial,1,0
7369,We should abolish the right to keep and bear arms,the right to carry firearms is a legal deterrent for politicians with tyrannical or dictatorial tendencies,Gun ownership is necessary for hunting/sports-shooting,-1,0
62,Assisted suicide should be a criminal offence,assisted suicide allows one to end terminal pain and suffering and should be allowed to continue.,Assisted suicide reduces suffering,-1,1
8535,We should adopt an austerity regime,we are at a point of no return in terms of increasing debt. there is now clearly now way out of it but to cut back.,Austerity regime is essential in economically troubled times,1,0
2840,The vow of celibacy should be abandoned,the vow of celibacy should be abandoned because it is not natural.,Celibacy leads to wrong sexual behaviour,1,0
16856,We should introduce compulsory voting,the vote is the basis of democracy and must be mandatory,People have an obligation to vote,1,1
7740,We should abolish the right to keep and bear arms,"weapons are very tentative to commit a crime or create a vendetta against another person, that is why it is important to abolish the possession and carrying of arms.",Guns lead to accidental deaths,1,0
5191,We should abolish capital punishment,capital punishment can be a deterrent if criminals know this is the ultimate punishment,The death penalty saves costs to the state,-1,0
3873,We should abandon marriage,"most marriages end in divorce, which causes an economic hardship on both parties. it makes more financial sense to not get married in the first place",Marriages tie up people with unfair obligations,1,1
11565,We should ban private military companies,private military companies put civilian lives in danger,Private military companies main interest is profit,1,0
2050,Homeschooling should be banned,there is little oversight into how the parents teach their children & it should be banned,Mainstream schools are of higher educational quality,1,0
1974,Homeschooling should be banned,"schools are getting dangerous. an education at home, personalized and geared toward the child will benefit him",Homeschools can be personalized to the child's pace/needs,-1,1
16344,We should introduce compulsory voting,compulsory voting greatly increases voter turnout,Compulsory voting will cause more people to become interested in politics,1,0
10366,We should ban human cloning,human cloning could aid medical advances and should therefore be allowed.,Cloning promotes science/research,-1,1
6311,We should abolish intellectual property rights,"if someone comes up with something on their own, no on else should have the right to try to profit or capitalize off of it. intellectual rights need to be protected.",Intellectual property rights incentivize creativity/innovation,-1,0
11192,We should ban private military companies,"private companies should be free to organize and supplement whatever public services are available, including military.",Hiring private military companies is financially beneficial,-1,0
23546,We should subsidize vocational education,subsidizing vocational education is unnecessary as those who have learnt trades can end up making a lot of money.,subsidizing vocational education diverts money from more worthy causes,-1,0
12750,We should ban the use of child actors,there is a risk of children exploitation by forcing them to act things they wouldn't normally do in life,Being a performer harms the child's education,1,0
