,Unnamed: 0,topic,argument,key_point,stance,label
4584,4687,We should abandon the use of school uniform,School uniforms prevent conflicts over clothing from taking up class time which lets students focus on learning.,School uniforms encourage discipline or focus on learning,-1,1
12593,15686,We should fight urbanization,urbanization allows people to move away from high crime areas.,Urbanization benefits the environment,-1,0
10374,7237,We should abolish the right to keep and bear arms,people should be allowed to own a gun for hunting and protecting their family,Gun ownership is a right,-1,0
11561,17443,We should legalize cannabis,"cannabis is safer than alcohol, there's no overdosing and driving while high is less likely to cause an accident than driving drunk. there's no reason for it to be illegal.",Cannabis is safe/healthy/pain-relief,1,0
7913,15262,We should end mandatory retirement,Without a mandatory retirement younger workers would have decreased opportunities for promotion,A mandatory retirement age creates opportunities for other workers,-1,1
12871,15964,We should fight urbanization,"urbanization is leading to pollution, traffic congestion, and dense populations. this puts pressure on every infrastructure, and forces prices of everything to rise. cities have trouble meeting basic needs",Restrictions on migration would benefit people in the rural areas economically/socially,1,0
7879,15228,We should end mandatory retirement,we should not end mandatory retirement because by having mandatory retirement it gives younger people jobs,A mandatory retirement age creates opportunities for other workers,-1,1
10541,7404,We should abolish the right to keep and bear arms,The right to keep and bear arms is a constitutional right and should never be abolished as it allows personal protection,Gun ownership is a right,-1,1
15310,6339,We should abolish intellectual property rights,information should be freely available to all,Intellectual property rights harm creativity/innovation,1,0
12722,15815,We should fight urbanization,urbanization destroys valuable green space and contributes to the planet's ever growing pollution problem.,Urbanization harms the environment,1,1
13689,22939,We should subsidize space exploration,"space exploration will pave the way to find us a new place to inhabit, in case we need to leave earth for whatever reason in the future.",Space exploration unravels information about the universe,1,0
5340,21050,We should prohibit women in combat,we should not prohibit women in combat because they should be considered equal to men,Women should be accepted as long as they pass the tests,-1,0
1988,6169,We should abolish capital punishment,"With the creation of DNA testing and other new forensic analysis, we can eliminate uncertainty in the guilt of people who deserve the death penalty.",The death penalty helps the victim/their family,-1,0
13367,22617,We should subsidize space exploration,space exploration could serve as an insurance policy should something devastating happen to our planet.,Space exploration is necessary for the future survival of humanity,1,1
5741,21451,We should prohibit women in combat,women can provide supporting roles in combat that complement the roles of men they serve with.,Women are an asset in combat,-1,1
2866,13892,We should close Guantanamo Bay detention camp,we should not close the camp because it simply shows we are willing to give in.,Closing the Guantanamo bay detention camp would harm national security,-1,0
7641,14990,We should end mandatory retirement,people are living far longer than they used to and are not ready to retire at the age they used to. many need the income to support their longer lives,A mandatory retirement age decreases institutional knowledge,1,0
4080,4183,We should abandon the use of school uniform,school unforms stifle freedom of expression. they can be costly and make circumstances difficult for those on a budget,School uniforms are expensive,1,1
10432,7295,We should abolish the right to keep and bear arms,"the only people who will suffer from the abolishing of the right to bear arms are those who are responsible gun owners, the criminals will still get their hands on weapons and we should not abolish this right.",Gun ownership is necessary for hunting/sports-shooting,-1,0
1134,5315,We should abolish capital punishment,"capital punishment is a massive transgression of the dignity of life, which should have no exceptions.",The death penalty is ineffective in deterring crimes,1,0
13346,22596,We should subsidize space exploration,space exploration can lead to new technologies and innovations therefore we should subsidise it with public funds.,Space exploration improves science/technology,1,1
11711,17593,We should legalize cannabis,I has been scientifically proven that cannabis is useful in treating pain in MS sufferers. It has also shown great promise in the reduction of seizures in those with sever epilepsy.,Legalizing cannabis will reduce black-market/criminal activity,1,0
4392,4495,We should abandon the use of school uniform,"school uniforms enforce conformity, which harms the creative instincts of young people",School uniforms are often uncomfortable/sexist,1,0
4676,4779,We should abandon the use of school uniform,School uniforms teach children that professional spaces require specific professional dress.,School uniforms saves costs,-1,0
11514,17396,We should legalize cannabis,cannabis is less harmful than tobacco. it is time we allow people to make their own decisions about cannabis.,If cannabis was legalized it could be regulated,1,0
1999,6180,We should abolish capital punishment,"Without harsh punishments for their offenses, criminals will be taking advantage of weaker people and victims",The death penalty is acceptable in cases of severe crimes,-1,0
1510,5691,We should abolish capital punishment,if you kill or rape someone you deserve to die.,The death penalty helps the victim/their family,-1,0
2004,13030,We should close Guantanamo Bay detention camp,"By violating the human rights of detainees at Guantanamo Bay, the U.S. loses its authority to request from other countries to stop their human rights violations.",The Guantanamo bay detention camp harms the US image/reputation/institutions,1,1
3120,12174,We should ban the use of child actors,child actors are often exploited by the film industry and should not be used,Child performers are at risk of exploitation,1,1
6492,19633,We should legalize sex selection,sex selection amounts to humans playing god which can be very dangerous,Sex selection can lead to gender imbalance,-1,0
11283,17165,We should legalize cannabis,cannabis creates a stoner subculture which is a blight on our society.,Cannabis harms the body,-1,0
6666,19807,We should legalize sex selection,sex selection is interfering with the natural process and should stay illegal.,Sex selection is expensive,-1,0
12891,15984,We should fight urbanization,urbanization is one of the causes of climate change,Restrictions on migration would benefit people in the rural areas economically/socially,1,0
12019,17901,We should legalize cannabis,many people misuse drugs and until we know that there are no harmful side effects it is better to prevent it's use,Cannabis increases lack-of-judgement/accidents,-1,0
15725,6754,We should abolish intellectual property rights,they just get in the way of freedom.,Intellectual property rights harm creativity/innovation,1,0
4971,5074,We should abandon the use of school uniform,we should not abandon the use of school uniforms because it allows the students to concentrate on school work and not compete with their friends as to who was dressed better than the next.,School uniform reduces bullying,-1,0
801,10938,We should ban human cloning,"we should ban human cloning as it is costly, the money could be better spent elsewhere",Cloning is unethical/anti-religious,1,0
15651,6680,We should abolish intellectual property rights,people do not need to worry whether a comparatively harmless sharing of music among friends might lead to lawsuits seeking thousands of dollars in damages.,Intellectual property rights harm creativity/innovation,1,0
11625,17507,We should legalize cannabis,cannabis should be legalized as it can be beneficial to use cannabis for certain medial conditions.,Legalizing cannabis will reduce black-market/criminal activity,1,0
6303,19444,We should legalize sex selection,legalizing sex selection goes against the laws of nature,Sex selection will create abortions/infanticide,-1,0
8872,14223,We should end affirmative action,affirmative action should be ended as it just benefits certain people.,Affirmative action is ineffective,1,0
11017,15389,We should fight for the abolition of nuclear weapons,"nuclear weapons development leads to other non-combative discoveries, such as nuclear energy.",Nuclear weapons is essential for protection and deterrence,-1,0
6428,19569,We should legalize sex selection,Pre-selecting your baby's sex is a form of gender discrimination.,Sex selection is against tradition,-1,0
12487,15580,We should fight urbanization,its good to keep everyone in an urban environment because less travel is needed and it helps the environment.,Cities offer more opportunities,-1,0
12688,15781,We should fight urbanization,urbanization destroys natural habitats for animals and plants.,Restrictions on migration would benefit people in the rural areas economically/socially,1,0
13177,22427,We should subsidize space exploration,because of overpopulation space exploration must be subsidized so that humanity can find a new home since it has destroyed earth,Space exploration improves science/technology,1,0
16743,2888,The vow of celibacy should be abandoned,"the vow of celibacy should be abandoned, because as long as everybody involved is a consenting adult, nobody is getting hurt.",Celibacy is too pressuring/diffcult,1,0
6332,19473,We should legalize sex selection,"legalizing sex selection would be too costly, causing a surplus of one gender in just a couple decades time.",Sex selection reaffirms gender stereotypes/biases,-1,0
10647,7510,We should abolish the right to keep and bear arms,the right to keep and bear arms was relevant in a more barbaric era but in modern society there is no need for the promotion of violence and we should abolish the right to keep and bear arms.,Guns lead to accidental deaths,1,0
3326,12380,We should ban the use of child actors,children are far too easy to exploit and they sometimes end up being far too precocious at an early age due to fame and all it brings.,Child performers have a lot of pressure,1,0
9257,11087,We should ban private military companies,any military component should be government run. putting military operations in the hands of a private company will lead to dangerous situations that go beyond the rules set by our country.,"Private military companies solicit engaging, or prolonging, conflict",1,0
12307,18189,We should legalize cannabis,we should legalize cannabis because it helps with medical issues some people have,If cannabis was legalized it could be regulated,1,0
11014,15386,We should fight for the abolition of nuclear weapons,nuclear weapons create unnecessary political tension,Nuclear weapons can fall into the wrong hands,1,0
16271,2416,The vow of celibacy should be abandoned,more men and women would be willing to become priests or pastors.,Celibacy leads to wrong sexual behaviour,1,0
8212,22067,We should subsidize journalism,journalists these days are always pushing their own agenda so they do not need extra subsidizing.,It is preferable to spend the money elsewhere,-1,0
13292,22542,We should subsidize space exploration,many scientific discoveries have come from space exploration.,Space exploration improves science/technology,1,1
9697,11527,We should ban private military companies,private military companies perpetuate war and should be banned,Private military companies main interest is profit,1,0
14301,173,Assisted suicide should be a criminal offence,assisted suicide is heartless and inhumane,Assisted suicide should not be allowed because many times people can still get better,1,0
10842,7705,We should abolish the right to keep and bear arms,we should not abolish the right to keep and bear arms to protect ourselves from people that are trying to kill us,Gun ownership promotes self protection,-1,1
8240,22095,We should subsidize journalism,quality journalism is important it's the way we know what the people in power are doing. it's important to fund that.,Journalism is important to information-spreading/accountability,1,1
13438,22688,We should subsidize space exploration,Space exploration is a useless project that only matters for a small number of scientist. there are more important projects to be subsidized for the progress of humanity than this,Space exploration is expensive,-1,0
9479,11309,We should ban private military companies,Private military companies are only out for profit and not patriotism and should be banned.,Private military companies are less ethical and violate rights or commit crimes,1,0
5688,21398,We should prohibit women in combat,"women can be determined and strong as some men, so who are we to stop them from combating?",Women are an asset in combat,-1,0
11543,17425,We should legalize cannabis,"cannabis is not a dangerous drug such as meth and should be legalized for all the country to enjoy, like alochol.",Legalizing cannabis will reduce black-market/criminal activity,1,0
6283,19424,We should legalize sex selection,legalized sex selection would help couples prepare for the birth of their baby,It is within the freedoms of the parents to select the sex of the child,1,0
3144,12198,We should ban the use of child actors,"child actors are protected by stringent health and safety regulations, they have to still receive schooling and the money they earn means they will be able to do the things they want as adults.",Child performers should not be banned as long as there is supervision/regulation,-1,1
14871,743,Assisted suicide should be a criminal offence,no matter how much suffering we have in life nothing justifies death in the same way i think that a sick person is not in the capacity of whether he wants to live or not,Assisted suicide violates the doctor's role,1,0
8837,14188,We should end affirmative action,affirmative action may hurt people because of the perception that they didn't get their way in on effort alone.,Affirmative action reduces quality,1,0
16408,2553,The vow of celibacy should be abandoned,the vow of celibacy does not have any bearing on whether a clergy member will be good at their job or not.,Celibacy is too pressuring/diffcult,1,0
9413,11243,We should ban private military companies,private military companies are dangerous. they are nothing more than mercenaries following the whims of their boss.,Private military companies cannot be trusted to be loyal to the hiring country,1,0
3885,12939,We should ban the use of child actors,"we should not ban the use of child actors because children many times are part of a television or movie script. as long as the child actor has parental guidance, everything is fine.",The parents should decide for their child,-1,0
12183,18065,We should legalize cannabis,the medicinal effects of cannabis are very necessary for our society,Cannabis is financially beneficial,1,0
1665,5846,We should abolish capital punishment,"Retribution as a principle of punishment is fundamentally unjust, and capital punishment does not serve any of the other purposes of punishment, such as deterrence and rehabilitation.",The death penalty is a waste of resources,1,0
14933,805,Assisted suicide should be a criminal offence,people need to die on their own as this would be almost like murder.,People do not have the right to self-harm/harm others,1,0
13329,22579,We should subsidize space exploration,science is important and can be beneficial to society.,Space exploration is necessary for the future survival of humanity,1,0
3367,12421,We should ban the use of child actors,children in film and tv are regularly exploited and ill-treated by vain and self serving producers who have no ongoing concern for the well being of their young charges and so they should not be used,Child performers are losing their childhood,1,0
3918,12972,We should ban the use of child actors,we should not ban the use of child actors because we would not have the shows and movies that are otherwise available.,Child performers should not be banned as long as there is supervision/regulation,-1,0
1807,5988,We should abolish capital punishment,the most obvious reason to oppose is the danger that an innocent person is killed due to the fact that mistakes are made. witnesses can be wrong in what they saw and lawyers can make a hash of defending a case.,The death penalty harms the disenfranchised,1,0
11533,17415,We should legalize cannabis,cannabis is no worse than alcohol and should be legal to every adult american citizen.,People should be allowed to do whatever they want to their own bodies,1,0
982,5163,We should abolish capital punishment,capital punishment acts as the ultimate deterrent - serious crime levels will drop due to the risk of paying the ultimate price.,The death penalty prevents crimes,-1,1
15287,6316,We should abolish intellectual property rights,"if someone holds the intellectual property for a specific abstract idea, they can prevent further development of that idea, which is not good for society.",Intellectual property rights are unfair,1,0
12107,17989,We should legalize cannabis,scientific studies have shown that cannabis is safe as a recreational drug,People should be allowed to do whatever they want to their own bodies,1,0
7507,14856,We should end mandatory retirement,mandatory retirement is discriminatory and should be banned,A mandatory retirement age harms the economy,1,0
2538,13564,We should close Guantanamo Bay detention camp,it should be closed because it is too harsh and cruel to people there.,The Guantanamo bay detention camp is a symbol of discrimination/injustice,1,0
2031,13057,We should close Guantanamo Bay detention camp,Detaining terrorists at Guantanamo Bay ensures they cannot plan future attacks on America.,Closing the Guantanamo bay detention camp would harm national security,-1,1
11758,17640,We should legalize cannabis,it has many good uses & could be a good tax revenue generator for the states & federal government,Cannabis is financially beneficial,1,1
1782,5963,We should abolish capital punishment,The death penalty perpetuates the cycle of violence.,The death penalty irreversible,1,0
11495,17377,We should legalize cannabis,"cannabis is known for its medicinal properties, people should have the freedom to use what calms their pain",Cannabis is safe/healthy/pain-relief,1,1
6017,21727,We should prohibit women in combat,women should not be in armed combat. they cannot physically compete against men in strength and endurance all factors in a battle.,Women in combat can be a distraction or harm the function of the military,1,0
9248,14599,We should end affirmative action,"yes, you should have to work your way to the top not have it handed to you.",Affirmative action perpetuates prejudice,1,0
16603,2748,The vow of celibacy should be abandoned,the vow of celibacy is what drives the religious people to commit crimes,Celibacy is too pressuring/diffcult,1,0
11835,17717,We should legalize cannabis,laboratory testing and regulations of legalized marijuana will ensure that it is safe for use and free of harmful substances,People should be allowed to do whatever they want to their own bodies,1,0
8963,14314,We should end affirmative action,"if we end affirmative action, discrimination against minorities will resume in hard to detect ways.",Affirmative action reduces discrimination,-1,1
7764,15113,We should end mandatory retirement,some people are not ready to retire at the mandatory age and want to keep working,A mandatory retirement reduces the quality of life for those forced to retire,1,0
3976,4079,We should abandon the use of school uniform,"A real education is about giving students the tools to learn, think, and express themselves; dictating to them what to wear sends a strong message that we don't trust them to think on their own.",School uniforms are expensive,1,0
9945,11775,We should ban private military companies,they should not be banned. just better regualted.,Hiring private military companies is financially beneficial,-1,0
11746,17628,We should legalize cannabis,"is proven by scientists that cannabis helps to improve many diseases and has been used for many years, so it must be legal",Cannabis is financially beneficial,1,0
14083,23333,We should subsidize space exploration,we should subsidize space exploration because maybe there are things in space that could help the world on earth,Space exploration can help in colonizing the resources/lands of other planets,1,0
11334,17216,We should legalize cannabis,cannabis has been shown to cause mental problems in teen users and shouldn't be legal.,Legal cannabis will boost the black-market/criminal activity,-1,0
2431,13457,We should close Guantanamo Bay detention camp,"guantanamo should be closed, its a semi lawless operation thats a symbol of us oppression of immigrants suspected of criminal behavior. other more human detentions are available so it is no longer needed.",Detainees have the right to trial in US courts,1,0
7768,15117,We should end mandatory retirement,"some people are poor financial planners, some were dealt a bad hand in life and it's necessary to continue working past retirement or they won't be able to support themselves. it would create suffering.",A mandatory retirement reduces the quality of life for those forced to retire,1,1
9597,11427,We should ban private military companies,private military companies do some of the work our soldiers do so they can concentrate on more important roles,Hiring private military companies is financially beneficial,-1,0
12804,15897,We should fight urbanization,urbanization is a necessary part of economic expansion and improvement.,Urbanization benefits the environment,-1,0
10002,11832,We should ban private military companies,we should ban private military companies because there is no proper monitoring of their services in term of misconduct in handling certain issues,Private military companies are less ethical and violate rights or commit crimes,1,1
9746,11576,We should ban private military companies,Private military companies should be banned as they are not obliged to follow the strict rules of engagement that the military must which results in abuse of civilians.,Private military companies are less ethical and violate rights or commit crimes,1,1
7572,14921,We should end mandatory retirement,mandatory retirement removes experienced personnel form the rosters who still have many working years ahead of them due to longer life spans.,A mandatory retirement is not fair/discriminatory,1,0
1499,5680,We should abolish capital punishment,if someone is guilty of heinous crimes it is only fair that they suffer the consequences,The death penalty is acceptable in cases of severe crimes,-1,1
14653,525,Assisted suicide should be a criminal offence,assisting someone with suicide is equivalent to murder and that person has a moral obligation to report that persons intentions to authorities,Assisted suicide is akin to killing someone,1,1
1288,5469,We should abolish capital punishment,capital punishment is the best method to ensure that a murderer does not kill again,The death penalty helps the victim/their family,-1,0
4008,4111,We should abandon the use of school uniform,"if you are not required to wear a uniform, you are free to choose clothing styles that are more favorable to your body type and coloring, which allows you to look your best",School uniform harms learning/creativity,1,0
7355,14704,We should end mandatory retirement,in today's society people are living to a greater age and we should not penalise those people who want to continue working by forcing them to retire.,A mandatory retirement reduces the quality of life for those forced to retire,1,0
3073,12127,We should ban the use of child actors,child actors are necessary and children can learn how to work even from an early age,The parents should decide for their child,-1,0
15382,6411,We should abolish intellectual property rights,Intellectual property rights are old fashioned because now many people can come up with an idea and not get it patented but still be successful,Intellectual property restricts access to important information/products,1,0
16611,2756,The vow of celibacy should be abandoned,the vow of celibacy keeps individuals focused on important issues and not on their own personal life,Religious experiences and traditions should be maintained,-1,0
11699,17581,We should legalize cannabis,"given the now proven medical benefits, the legalisation of cannabis is now inevitable",If cannabis was legalized it could be regulated,1,0
9451,11281,We should ban private military companies,"private military companies are not subject to as much oversight as the actual military. additionally, they are costly and a waste of taxpayer money.",Private military companies are not professional,1,0
6705,19846,We should legalize sex selection,sex selection is unnatural and will have long term negative consequences on society. we will become overpopulated with male children and females will become targets of sexual crimes.,Sex selection is expensive,-1,0
7881,15230,We should end mandatory retirement,We should not end mandatory retirement because current workers benefited from the policy and should have to 'pay it forward' to younger people.,A mandatory retirement age creates opportunities for other workers,-1,1
11792,17674,We should legalize cannabis,"it is a gateway drug, and we don't want to encourage people to go down this dangerous path.",Cannabis harms the body,-1,0
2173,13199,We should close Guantanamo Bay detention camp,guantanamo bay housing the most dangerous criminals to our country and the idea of it also aids in preventing some from embarking on terrorist tactics for fear of imprisonment in the facility.,The Guantanamo bay detention camp is better for prisoners than the alternatives,-1,0
12935,16028,We should fight urbanization,urbanization leads to more cars and more pollution. this in turn leads to ill health.,Urbanization causes crime,1,0
13206,22456,We should subsidize space exploration,"humans are explorers, it's built into us, it's our destiny and it's therefore within our interests to spend money and resources to discover what's out there.",Space exploration is necessary for the future survival of humanity,1,0
5968,21678,We should prohibit women in combat,women should be prohibited in combat because i think they are better suited at home and in the community.,Women in combat can be a distraction or harm the function of the military,1,0
15560,6589,We should abolish intellectual property rights,"intellectual property rights should not be legally enforced, because anyone who creates intellectual property has the obligation to share that creation with the world in order to help educate or edify others.",Intellectual property rights harm creativity/innovation,1,0
2024,13050,We should close Guantanamo Bay detention camp,closing guantanamo is obligatory because they holding people there for years for nothing. how is that possible in our modern world?,The Guantanamo bay detention camp harms the US image/reputation/institutions,1,0
4115,4218,We should abandon the use of school uniform,"school uniform is expensive and may mean families cannot afford other essentials after paying for uniform, or they may have to buy substandard uniform which opens children to discrimination.",School uniforms are often uncomfortable/sexist,1,0
14458,330,Assisted suicide should be a criminal offence,assisted suicide should be a criminal offence because it causes the death of a human being just the same as if taken by a criminal.,People do not have the right to self-harm/harm others,1,0
15810,6839,We should abolish intellectual property rights,we should abolish intellectual property rights so that more people can benefit.,intellectual property rights are ineffective,1,0
1884,6065,We should abolish capital punishment,"too much of our taxes go towards paying for bad people, capital punishment would reduce jail spending.",The death penalty helps the victim/their family,-1,0
6991,20132,We should legalize sex selection,"there seems to be no harm to wanting to choose the sex of your baby, particularly if there are hereditary diseases which affect your family that could be stopped by choosing one sex over the other.",It is within the freedoms of the parents to select the sex of the child,1,0
6346,19487,We should legalize sex selection,not enough girls will be selected by sexist cultures which will result in social strain in future years.,Sex selection can lead to gender imbalance,-1,1
11189,17071,We should legalize cannabis,"because cannabis helps regulate body weight, it only makes sense that it would help prevent and regulate diabetes.",Alcohol and tobacco are more harmful drugs yet remain legal,1,0
8128,21983,We should subsidize journalism,journalism ought to be subsidized because few people are buying newspapers,Subsidy increases objectivity in reporting,1,0
11651,17533,We should legalize cannabis,cannabis should be legalized just for the tax revenue alone. it is widely used and safer than alcohol or tobacco. let's make money and make it legal now.,Cannabis is financially beneficial,1,1
16838,2983,The vow of celibacy should be abandoned,the vow of celibacy shouldn't be abandoned because it is sacred to become a priests and it follows the way of the bible,Removing celibacy could lead to sexually reckless acts,-1,0
11173,17055,We should legalize cannabis,"alcohol and tobacco cause way more damage to society than cannabis does, yet they are still legal.",If cannabis was legalized it could be regulated,1,0
11704,17586,We should legalize cannabis,"Growing marijuana harms the environment. Marijuana farming results in deforestation, soil erosion, habitat destruction and landslides.",Cannabis is a gateway-drug/addictive,-1,0
6229,19370,We should legalize sex selection,"it should not be legal, it is costly and morally wrong",It is unethical/unhealthy for parents to intervene,-1,1
16870,3015,The vow of celibacy should be abandoned,"the vow of celibacy, and those who choose to make that vow, should be respected. it should be a matter of individual choice for the individual.",Celibacy makes the priests to be perceived as holy,-1,0
12455,15548,We should fight urbanization,"grouping people together as in urbanization, makes it easier to control crimes and puts them closer to necessary medical facilities.",Cities offer more opportunities,-1,1
5657,21367,We should prohibit women in combat,women are weaker on average than men. in combat only the strongest should be allowed.,Women cannot overcome physical/emotional/mental barriers,1,1
9200,14551,We should end affirmative action,we should evaluate candidates based solely on their merits.,Affirmative action perpetuates prejudice,1,0
3240,12294,We should ban the use of child actors,child actors do not have a normal upbringing or education due to the nature of their work taking them far and wide to work which is detrimental to their wellbeing.,Child performers are at risk of exploitation,1,0
5394,21104,We should prohibit women in combat,"we should prohibit women in combat because they should be home with their families, leave the fighting for the men",Women soldier capture is a big concern,1,0
869,11006,We should ban human cloning,we should not ban human cloning because cloning can help product better individuals which results in a better world.,Cloning promotes health,-1,0
12544,15637,We should fight urbanization,urban cities allow for more people to live in a small area.,Cities offer more opportunities,-1,0
15750,6779,We should abolish intellectual property rights,we need to protect the rights of copyright holders to safeguard the creative economy and should never open the market for rampant exploitation of recognisable content,Intellectual property rights protect against stealing,-1,1
6948,20089,We should legalize sex selection,the selection of sex is a valid option for couples who wish to take it,Sex selection prevents diseases in the child,1,0
14144,16,Assisted suicide should be a criminal offence,a person should have the right to be able to choose if they want to live or die,Assisted suicide gives dignity to the person that wants to commit it,-1,0
3517,12571,We should ban the use of child actors,it's necessary to have children in tv shows and movies and therefore banning them from acting makes no sense.,Acting may be the child's dream,-1,0
13440,22690,We should subsidize space exploration,Space exploration is a useless project that only matters for a small number of scientist. there are more important projects to be subsidized for the progress of humanity than this,There are issues more important to fund than space exploration,-1,1
10784,7647,We should abolish the right to keep and bear arms,we should never abolish the right for citizens to keep and bear arms because many people still live in nature surrounded by violent animals and without a gun they can't protect themselves,Gun control is ineffective,-1,0
9264,11094,We should ban private military companies,having private military companies keeps ideas flowing and more exploration into new technology and weapons so it should not be banned.,"Private military companies can supplement regular armies in specific tasks that armies cannot, or do not want, to do",-1,0
2919,11973,We should ban the use of child actors,acting is an exhausting profession and deprives children of their childhood,Child performers are losing their childhood,1,1
9983,11813,We should ban private military companies,We should ban private military companies as they are not trained and subject to the same scrutiny as the military.,Private military companies main interest is profit,1,0
4922,5025,We should abandon the use of school uniform,we should abandon the use of school uniforms because they can be expensive and place undue hardship on families that are already struglling,School uniforms increase conformity or harm individuality,1,0
7240,20381,We should legalize sex selection,"when families are only permitted to have one child, it is important for parents to be able to select the sex of that child.",Sex selection will prevent abortions/infanticide,1,0
13492,22742,We should subsidize space exploration,space exploration is an important tool to better understand the universe we live in.,Space exploration is financially beneficial,1,0
15745,6774,We should abolish intellectual property rights,we need to do away with intellectual property rights so it doesn't slow down innovation,Intellectual property rights are unfair,1,0
5208,20918,We should prohibit women in combat,the strongest people should be in combat regardless of their gender,Women can overcome differences and be just as capable in combat,-1,0
3017,12071,We should ban the use of child actors,"child actors are able to access school work on set, and have a protected upbringing. there is no need to ban the use of children in tv and films as there is no harm caused.",Child performers should not be banned as long as there is supervision/regulation,-1,1
6416,19557,We should legalize sex selection,people shouldn't be allowed to play god,It is unethical/unhealthy for parents to intervene,-1,1
8857,14208,We should end affirmative action,"affirmative action results in unfair discrimination for other groups, many more people are now losing out because there are supposedly in a majority group which excludes them from many opportunities.",Affirmative action reduces quality,1,0
15713,6742,We should abolish intellectual property rights,"the product of human thought must be used by all, and everyone should have the right to improve the ideas that others have created.",intellectual property rights are ineffective,1,0
7986,21841,We should subsidize journalism,it is important to ensure that the public is able to receive the news.,Subsidies will increase the quality of journalism,1,0
11896,17778,We should legalize cannabis,legalizing cannabis is dangerous to society as users may overdose.,Cannabis harms the body,-1,1
7898,15247,We should end mandatory retirement,we should not end mandatory retirement for a few reasons. the older workers are clogging up positions that the younger generations need to start their careers. the older workers also aren't as efficient.,mandatory retirement age benefits those that are about to be retired,-1,0
967,5148,We should abolish capital punishment,"As the only actor that can legitimately wield the use of force, the state has an reparative obligation to victims and their families to seek retribution against criminals, and this includes the use of capital punishment.",The death penalty is proportional,-1,0
5412,21122,We should prohibit women in combat,we shouldn't prohibit women in combat as woman are equal to men in many ways. we all have the right to fight,There should be equality between men and women.,-1,1
16105,2250,The vow of celibacy should be abandoned,celibacy is responsible for the child abuse cover up by the catholic church,Celibacy leads to wrong sexual behaviour,1,1
8708,14059,We should end affirmative action,affirmative action is damaging to people from minority groups who gain their position through their own merit,Affirmative action is not just,1,0
3357,12411,We should ban the use of child actors,"Children do not have sufficient autonomy to make decisions about careers, they should be protected from over directing parents and hence the use of child actors should be banned.",Being a performer harms the child's education,1,0
5836,21546,We should prohibit women in combat,"women in combat are a distraction, as a man's natural instinct is to protect a female. the male soldiers wouldn't be able to effectively do their jobs.",Men are better suited to combat roles than women,1,0
4037,4140,We should abandon the use of school uniform,kids should be allowed to wear what is comfortable and be able to express themselves. we can have a dress policy to make sure it's appropriate. there is no need for everyone to wear uniforms.,School uniform is harming the student's self expression,1,1
9046,14397,We should end affirmative action,solving discrimination problems with more discrimination is a practice that makes no sense and should be stopped.,Affirmative action reduces quality,1,0
16599,2744,The vow of celibacy should be abandoned,the vow of celibacy is very likely responsible for the thousands of sexual abuses perpetrated by catholic priests,Celibacy is too pressuring/diffcult,1,0
8759,14110,We should end affirmative action,affirmative action is no longer needed and should be ended,Affirmative action is not just,1,0
3041,12095,We should ban the use of child actors,child actors are exploited by adults and should be banned,Child performers are at risk of exploitation,1,1
9982,11812,We should ban private military companies,We should ban private military companies as they are not trained and subject to the same scrutiny as the military.,Private military companies cannot be trusted to be loyal to the hiring country,1,0
2832,13858,We should close Guantanamo Bay detention camp,we should close guantanamo bay detention camp because it is cost the tax payers a lot of money to keep it running.,The Guantanamo bay detention camp is a symbol of discrimination/injustice,1,0
3074,12128,We should ban the use of child actors,child actors are needed for many roles in the television and movie industry.,Acting may be the child's dream,-1,0
1995,6176,We should abolish capital punishment,Without capital punishment truly dangerous perpetrators always have the potential of finding some way out of jail and causing more harm to society.,The death penalty is proportional,-1,0
14510,382,Assisted suicide should be a criminal offence,assisted suicide should be a criminal offence because that is murder,Assisted suicide violates the doctor's role,1,0
15571,6600,We should abolish intellectual property rights,intellectual property rights stifle growth and information by stopping the free-flowing of ideas.,Intellectual property rights are unfair,1,0
3329,12383,We should ban the use of child actors,"children are humans too and with their consent and their parent's consent, should be allowed to work",Child performers achieve success/confidence,-1,0
6149,19290,We should legalize sex selection,"if a person decides that they are willing to raise and suppose another human being for 18 or more years, they should at least be able to decide what sex they want that person to be.",It is within the freedoms of the parents to select the sex of the child,1,1
14606,478,Assisted suicide should be a criminal offence,assisted suicide should not be a criminal offense because when a person get gravely ill they should not have to keep on suffering.,People should have the freedom to choose to end their life,-1,0
13582,22832,We should subsidize space exploration,space exploration is too costly and the money can be spent on urgent needs.,There are issues more important to fund than space exploration,-1,1
6572,19713,We should legalize sex selection,"sex selection could lead to genetic abnormalities and start society on a slippery slope of genetic editing at a time when it is an imperfect, untested procedure that could lead to horrific outcomes.",Sex selection can lead to gender imbalance,-1,0
11456,17338,We should legalize cannabis,cannabis is a useful medicinal plant which people should be able to use legally.,Alcohol and tobacco are more harmful drugs yet remain legal,1,0
8482,22337,We should subsidize journalism,we should not subsidize journalism because it is a profession like any other and no other profession is getting subsidies.,It is preferable to spend the money elsewhere,-1,0
1333,5514,We should abolish capital punishment,capital punishment must be retained as the ultimate punishment for the most heinous crime. an example needs to be shown to others that this in a consequence of you actions think again.,The death penalty prevents crimes,-1,1
9313,11143,We should ban private military companies,military companies should not be banned because something things need to be private to keep certain information and things safe.,Private military companies are well-trained/better equipped,-1,0
462,10599,We should ban human cloning,human cloning may result in mutations and double the population.,Cloning is unethical/anti-religious,1,0
