,Unnamed: 0,topic,argument,key_point,stance,label
3473,12527,We should ban the use of child actors,"if parents agree for their kids to do acting, i can`t see any problem with it.",Acting may be the child's dream,-1,0
10774,7637,We should abolish the right to keep and bear arms,"we should abolish the right to keep and bear arms. the fewer guns on the streets, the less chance of gun crime including murder",Guns lead to accidental deaths,1,0
7158,20299,We should legalize sex selection,we should not legalize sex selection because i believe god should decide what sex some ones child should be,Sex selection will create abortions/infanticide,-1,0
14346,218,Assisted suicide should be a criminal offence,assisted suicide is killing someone even if it is at their request,Assisted suicide should not be allowed because many times people can still get better,1,0
14413,285,Assisted suicide should be a criminal offence,assisted suicide is the same as murder and therefore should be illegal.,Assisted suicide should not be allowed because many times people can still get better,1,0
2440,13466,We should close Guantanamo Bay detention camp,"Guantanamo, in arousing rage around the world, gets more people killed than it saves, if it even saves anybody.",The Guantanamo bay detention camp is a symbol of discrimination/injustice,1,0
650,10787,We should ban human cloning,it could aid in finding cures for dieases,Cloning can be used for organ replication,-1,0
6164,19305,We should legalize sex selection,"if one gender greatly outnumbers the other, it could cause big problems when they become adults and can't find partners to have children with.",Sex selection reaffirms gender stereotypes/biases,-1,0
7981,21836,We should subsidize journalism,"It is important for news organizations to transfer to new forms of media, like the internet, but it is costly and requires subsidization.",Journalism is important to information-spreading/accountability,1,0
212,10349,We should ban human cloning,"human cloning can provide big breakthroughs for scientists, it could lead to the elimination of defective genes by cloning healthy human cells that could improve someones life",Cloning can be used to create more advanced humans,-1,0
16447,2592,The vow of celibacy should be abandoned,the vow of celibacy is a personal choice and should be left to the individual,Religious experiences and traditions should be maintained,-1,0
11462,17344,We should legalize cannabis,"cannabis is a vital drug for many, providing relief from the pain of degeneterative diseases (eg multiple schlerosis) unobtainable elsewhere.",Alcohol and tobacco are more harmful drugs yet remain legal,1,0
2005,13031,We should close Guantanamo Bay detention camp,"By violating the human rights of detainees at Guantanamo Bay, the U.S. loses its authority to request from other countries to stop their human rights violations.",The Guantanamo bay detention camp is expensive,1,0
11125,15497,We should fight for the abolition of nuclear weapons,we should fight for the abolition nuclear weapons because of the dangers involved. misuse of nuclear weapons could lead to another world l war.,Nuclear weapons provoke or escalate a disastrous military action,1,1
11108,15480,We should fight for the abolition of nuclear weapons,these weapons are immoral and shameful,Nuclear weapons provoke or escalate a disastrous military action,1,0
14774,646,Assisted suicide should be a criminal offence,"if someone is suffering from an incurable disease and is in great pain, it can be humane to help end their suffering.",Assisted suicide reduces suffering,-1,1
10076,11906,We should ban private military companies,we should not ban private military companies. they provide invaluable resource to defend our freedom and our country.,Hiring private military companies is financially beneficial,-1,0
7860,15209,We should end mandatory retirement,we should end mandatory retirement because some people need to keep working in order to be able to afford to retire.,A mandatory retirement reduces the quality of life for those forced to retire,1,1
12785,15878,We should fight urbanization,urbanization increases the growth of pollution and crime,Urbanization causes crime,1,1
12016,17898,We should legalize cannabis,making it legal would just lead to worse drug usage,Legal cannabis can be getting to the hand of underage teenagers/children,-1,0
12786,15879,We should fight urbanization,urbanization increases the growth of pollution and crime,Urbanization harms the environment,1,1
1673,5854,We should abolish capital punishment,some crimes are so despicable that death is the only appropriate punishment,The death penalty helps the victim/their family,-1,0
13797,23047,We should subsidize space exploration,the money spent on space exploration would be better used to combat problems on earth,Space exploration is ineffective,-1,0
16777,2922,The vow of celibacy should be abandoned,the vow of celibacy should not be abandoned because if people honor this there would be less deceased in the world,Celibacy is a strong religious belief,-1,0
12910,16003,We should fight urbanization,"urbanization is the most efficient manner of structuring a community to enable access to public spaces, amenities, healthcare, public transport, schools and reduce the need for long car journeys",Urbanization benefits the environment,-1,0
9226,14577,We should end affirmative action,We should not end affirmative action because without it many institutions would only hire privileged people.,Affirmative action reduces discrimination,-1,1
3835,12889,We should ban the use of child actors,we should ban the use of child actors because it takes away their childhood and innocence and forces them to grow up too fast.,Child performers have a lot of pressure,1,0
14936,808,Assisted suicide should be a criminal offence,People should be able to ask for help in ending their own life if they are living with an incurable disease.,Assisted suicide reduces suffering,-1,0
3403,12457,We should ban the use of child actors,children should be free to have fun and enjoy life not made to work in hire pressure situations so we should ban the use of child actors.,Child performers are at risk of exploitation,1,0
14661,533,Assisted suicide should be a criminal offence,assisting suicide is the same of assisting murder. both are crimes.,Assisted suicide violates the doctor's role,1,0
7527,14876,We should end mandatory retirement,mandatory retirement is not fair for those who are actually more than capable to carry on with their jobs,A mandatory retirement age decreases institutional knowledge,1,0
1863,6044,We should abolish capital punishment,there is no credible evidence that capital punishment acts as a deterrent,The death penalty is a waste of resources,1,0
9811,11641,We should ban private military companies,private military companies tend to save the company hiring them money.,"Private military companies can supplement regular armies in specific tasks that armies cannot, or do not want, to do",-1,0
4658,4761,We should abandon the use of school uniform,school uniforms stunt young peoples' creativity.,School uniforms are often uncomfortable/sexist,1,0
8242,22097,We should subsidize journalism,quality journalism is important it's the way we know what the people in power are doing. it's important to fund that.,Subsidy increases objectivity in reporting,1,0
4127,4230,We should abandon the use of school uniform,school uniform keeps everyone looking the same and prevents bullying.,Children can still express themselves using other means,-1,0
9975,11805,We should ban private military companies,we should ban private military companies as any thing that requires the support of the military should be organized and aligned together for success.,Private military companies are less ethical and violate rights or commit crimes,1,0
12853,15946,We should fight urbanization,"urbanization is inevitable in the current environment, as most of the jobs and opportunities are in the big cities - we should focus on making the best of it rather than stopping it entirely.",Cities offer more opportunities,-1,1
14069,23319,We should subsidize space exploration,we should subsidize space exploration because it increases the knowledge of the universe we are in,Space exploration can help in colonizing the resources/lands of other planets,1,0
6622,19763,We should legalize sex selection,"sex selection is a choice that should be between the parents, not something the government to be involved in.",Sex selection allows for better family planning,1,0
7752,15101,We should end mandatory retirement,some people are able to work way beyond the regular retirement age. they should be able work as long as they want and continue to be productive.,A mandatory retirement age decreases institutional knowledge,1,0
7820,15169,We should end mandatory retirement,"we should end mandatory retirement because if a person feels like working, there should not be anything to stop them.",A mandatory retirement age decreases institutional knowledge,1,0
11440,17322,We should legalize cannabis,"cannabis is a harmless recreational drug used by millions, and has valuable medicinal qualities - its present illegal status wastes police time, and is largely viewed as anachronistic.",Cannabis is financially beneficial,1,0
12076,17958,We should legalize cannabis,people should be allowed to decide whether to use cannabis themselves.,Cannabis is financially beneficial,1,0
7857,15206,We should end mandatory retirement,we should end mandatory retirement because some people need to keep working in order to be able to afford to retire.,A mandatory retirement age decreases institutional knowledge,1,0
13890,23140,We should subsidize space exploration,this is too expensive and we have more pressing issues down at earth,There are issues more important to fund than space exploration,-1,1
13110,16203,We should fight urbanization,"We should fight urbanization because simply due to increase in poverty and pollution in term of when more people more water usage, more land clearing and other waste and this cause health problem",Urbanization causes crime,1,0
16748,2893,The vow of celibacy should be abandoned,"the vow of celibacy should be abandoned, repressing human nature has led to abuse and desperation",Celibacy is too pressuring/diffcult,1,0
2348,13374,We should close Guantanamo Bay detention camp,guantanamo bay treats the prisoners barbarically; it must be closed down,Detainees have the right to trial in US courts,1,0
10244,7107,We should abolish the right to keep and bear arms,"if we abolished the right to bear arms then there would be fewer violent incidents that kill innocent civilians for example, the manchester shootings.",Guns lead to accidental deaths,1,0
10450,7313,We should abolish the right to keep and bear arms,the right to bear arms came about in a different time and is outdated in these times. civilians do not need to have dangerous firearms and they should not be allowed.,Gun ownership allows for mass-shootings/general gun violence,1,0
7186,20327,We should legalize sex selection,We should not legalize sex selection because male and female foetuses deserve equal protection under the law.,It is unethical/unhealthy for parents to intervene,-1,0
6235,19376,We should legalize sex selection,it will eliminate the need to keep trying to until you get the gender you want.,Sex selection makes the family more happy/complete,1,0
16699,2844,The vow of celibacy should be abandoned,the vow of celibacy should be abandoned because it is outdated and usually causes more harm than good because the celibate person looks for release in the wrong places.,Celibacy is unhealthy/unnatural,1,0
7168,20309,We should legalize sex selection,we should not legalize sex selection because it immoral to try and play god and decide what sex the baby will be. this will lead to more males than females in society which is a form of discrimination,Sex selection will create abortions/infanticide,-1,0
139,10276,We should ban human cloning,"human cloning can be used to re-grow failed organs in the original person, thus possibly saving his life.",Cloning promotes health,-1,0
9131,14482,We should end affirmative action,we should end affirmative action because is important is some activities,Affirmative action is ineffective,1,0
9128,14479,We should end affirmative action,we should end affirmative action as there should not be a need for that if we are all equal.,Affirmative action is ineffective,1,0
4757,4860,We should abandon the use of school uniform,the school uniform kills individuality and is very outdated.,School uniform is harming the student's self expression,1,0
4661,4764,We should abandon the use of school uniform,"School uniforms suppress students' freedom of expression, particularly if they otherwise wear religious garb.",School uniform is harming the student's self expression,1,1
13644,22894,We should subsidize space exploration,space exploration provides the basis for scientific development in many ways and should be subsidized,Space exploration is financially beneficial,1,0
7020,20161,We should legalize sex selection,this is not a natural way of conception.,Sex selection is expensive,-1,0
6580,19721,We should legalize sex selection,sex selection does not hurt anybody so people should have the freedom to choose the sex of their child,Sex selection prevents diseases in the child,1,0
11150,15522,We should fight for the abolition of nuclear weapons,"We should not fight for the abolition of nuclear weapons because there is no safe way to dispose of the warheads that they use, and at least now they are well maintained and monitored.",Nuclear weapons is essential for protection and deterrence,-1,0
4759,4862,We should abandon the use of school uniform,the school uniform kills individuality and is very outdated.,School uniforms are often uncomfortable/sexist,1,0
11611,17493,We should legalize cannabis,cannabis should be banned because it is a gateway drug to other harder drugs that are mind altering.,Cannabis harms the body,-1,0
98,10235,We should ban human cloning,defective genes could be removed from the gene pool if humans were cloned and therefore it would be beneficial to society to continue to clone humans.,Cloning can be used for organ replication,-1,0
16145,2290,The vow of celibacy should be abandoned,"celibacy vows are unnatural, and can cause problems.",Celibacy reduces the pool of people wanting to become priests,1,0
1557,5738,We should abolish capital punishment,it is inhumane and unnecessary it teaches that violence is a solution it can open the door to abuse,The death penalty is a waste of resources,1,0
9343,11173,We should ban private military companies,"pmcs should be banned, as they are profiting from war and destruction. it is their interest to cause and prolong discord in the world.","Private military companies solicit engaging, or prolonging, conflict",1,1
7315,14664,We should end mandatory retirement,Forcing members of a profession to retire at a certain age creates an experience drain,A mandatory retirement age harms the economy,1,0
15799,6828,We should abolish intellectual property rights,we should abolish intellectual property rights because we never can truly know that someone came up with something.,Intellectual property prevents the continuous improvement of a service/product,1,0
13497,22747,We should subsidize space exploration,space exploration is essential to lead the way into discovering new technologies and it also leads to countries co-operating with each other on an international level.,Space exploration is financially beneficial,1,0
2837,13863,We should close Guantanamo Bay detention camp,"we should close guantanamo bay since the treatment of these inmates is likely inhumane and some are there with no real proof they belong there, but will never even get a trial.",The Guantanamo bay detention camp is expensive,1,0
6351,19492,We should legalize sex selection,parents have the right to select the sex of their child,Sex selection allows for better family planning,1,0
3722,12776,We should ban the use of child actors,they may miss out on other things like schooling,Child performers are at risk of exploitation,1,0
1738,5919,We should abolish capital punishment,the death penalty gives the victims of the worst crimes justice and takes away the option that they could be released to commit these crimes again,The death penalty saves costs to the state,-1,0
7593,14942,We should end mandatory retirement,"Mandatory retirement should be in place for careers that require good physical health, younger ages and good flexibility such as law enforcement or any first responder career.",A mandatory retirement age creates opportunities for other workers,-1,0
13063,16156,We should fight urbanization,we need to support urbanization to support growing populations.,Urbanization benefits the environment,-1,0
7902,15251,We should end mandatory retirement,we should not force people out of the workplace if they can continue to offer skills to companies.,A mandatory retirement reduces the quality of life for those forced to retire,1,0
7977,21832,We should subsidize journalism,it could help improving the quality of production of news events and in turn could benefit the economy by becoming a major distributor,Journalism is important to information-spreading/accountability,1,0
11053,15425,We should fight for the abolition of nuclear weapons,nuclear weapons will destroy all life it is not banned.,Nuclear weapons can fall into the wrong hands,1,0
5200,20910,We should prohibit women in combat,some women are more skilled combat fighters than men. why should their skills be stifled?,Women should be accepted as long as they pass the tests,-1,0
15448,6477,We should abolish intellectual property rights,intellectual property rights get in the way of sharing information.,Intellectual property rights waste money,1,0
16466,2611,The vow of celibacy should be abandoned,"the vow of celibacy is a unique part of the catholic church and ensures a priest is not splitting themselves between their parishioners and their family, thus giving better spiritual service.",Priests choose to be celibates,-1,0
12428,18310,We should legalize cannabis,"while benefits exist, so do risks. new studies have shown that there are also dangers associated with use especially by teenagers, where their brain is impacted. long term effects are too risky.",Legal cannabis will boost the black-market/criminal activity,-1,0
11470,17352,We should legalize cannabis,"cannabis is a wonder drug for people who suffer from certain diseases, as it can significantly reduce pain.",Cannabis is safe/healthy/pain-relief,1,1
5890,21600,We should prohibit women in combat,women lack the stamina to be in combat roles,Women in combat can be a distraction or harm the function of the military,1,0
4113,4216,We should abandon the use of school uniform,"school uniform is expensive and may mean families cannot afford other essentials after paying for uniform, or they may have to buy substandard uniform which opens children to discrimination.",School uniform is harming the student's self expression,1,0
2500,13526,We should close Guantanamo Bay detention camp,It is illegal to detain prisoners indefinitely without bringing them to trial.,The Guantanamo bay detention camp is a symbol of discrimination/injustice,1,0
1822,6003,We should abolish capital punishment,"The purpose of punishment should be to rehabilitate people so that they can re-enter society as productive citizens, and capital punishment does nothing to serve this purpose.",The death penalty harms the disenfranchised,1,0
3510,12564,We should ban the use of child actors,it makes children work when they are too young to be able to decide for themselves and they lose the time with school friends and just being a kid,Child performers have a lot of pressure,1,0
3804,12858,We should ban the use of child actors,"we should ban the use of child actors as this is exploitation of children who, probably, are forced into working rather than choosing to.",Child performers have a lot of pressure,1,0
12530,15623,We should fight urbanization,the urbanizations destroy the environment,Urbanization is causing a strain on the cities' resources,1,0
6224,19365,We should legalize sex selection,it is not ethical to decide the sex of the child because it violates the natural balance of things,Sex selection will create abortions/infanticide,-1,0
6339,19480,We should legalize sex selection,most people believe that sex selection is immoral and unethical and leads to serious societal issues.,It is unethical/unhealthy for parents to intervene,-1,1
15780,6809,We should abolish intellectual property rights,we should abolish intellectual property rights because it mostly just helps the rich get richer,Intellectual property restricts access to important information/products,1,0
3647,12701,We should ban the use of child actors,the use of child actors should be banned because the work takes them from the education they will most likely need to obtain gainful employment in adult life,Child performers are at risk of exploitation,1,0
10551,7414,We should abolish the right to keep and bear arms,the right to keep and bear arms is an american constitutional right to protect one's self and family and this right should not be violated.,Gun control is ineffective,-1,0
8658,14009,We should end affirmative action,affirmative action has done its job and so is not needed anymore.,Affirmative action diminishes the achievements of minorities,1,0
8468,22323,We should subsidize journalism,we should not subsidize journalism because a lot of the journalists spread false news,Government intervention has the risk of inserting bias/harming objectivity,-1,1
15451,6480,We should abolish intellectual property rights,intellectual property rights give large corporations license to price gouge through their monopoly on unique ideas and this causes a great burden on consumers and society at large.,Intellectual property rights harm creativity/innovation,1,0
5868,21578,We should prohibit women in combat,women in combat should be prohibited because there is an increase risk of abuse with them,Women soldier capture is a big concern,1,0
1163,5344,We should abolish capital punishment,Capital punishment is an important deterrent to those who may consider committing a serious crime.,The death penalty saves costs to the state,-1,0
16268,2413,The vow of celibacy should be abandoned,more men and women would be willing to become priests or pastors.,Celibacy is outdated,1,0
10934,15306,We should fight for the abolition of nuclear weapons,having nuclear weapons provides a good defense and a strong offense against threatening countries.,Nuclear weapons is essential for protection and deterrence,-1,1
11609,17491,We should legalize cannabis,cannabis provides an introduction to more addictive drugs and can cause mental illness and so should not be legalized,Legal cannabis can be getting to the hand of underage teenagers/children,-1,0
7124,20265,We should legalize sex selection,we should not be playing god. don't mess with nature.,Sex selection can lead to gender imbalance,-1,0
8362,22217,We should subsidize journalism,subsidizing journalism would eventually lead to biased news and articles,Journalism is like every other business and if it is not sustainable it should fail,-1,0
8303,22158,We should subsidize journalism,subsidizing journalism helps to lower the socioeconomic barriers to publishing press and allows a wider range of views and people to be respresented in the press,Journalism is important to information-spreading/accountability,1,1
5047,20757,We should prohibit women in combat,as long as women are fully trained there are many roles that they can do equally as well as men. the main criteria for combat should be fitness not gender.,There should be equality between men and women.,-1,1
3590,12644,We should ban the use of child actors,"should not be prohibited, children have to start developing their talents as a child, and prohibiting it would be cutting many opportunities",Child performers are necessary for roles,-1,0
14623,495,Assisted suicide should be a criminal offence,assisted suicide shouldn't be a criminal offence because it allows the patient to have control over their final decisions,Assisted suicide gives dignity to the person that wants to commit it,-1,0
11254,17136,We should legalize cannabis,cannabis can not be legal because of the damage that excessive consumption does,Legal cannabis will boost the black-market/criminal activity,-1,0
8278,22133,We should subsidize journalism,subsidized journalism takes the right away from the people to speak their mind and we have the right of free speech.,It is preferable to spend the money elsewhere,-1,0
16747,2892,The vow of celibacy should be abandoned,"the vow of celibacy should be abandoned, repressing human nature has led to abuse and desperation",Celibacy is outdated,1,0
10085,11915,We should ban private military companies,we shouldn't ban private military because if there was a war then we need all the extra power that there is.,Private military companies increase safety,-1,0
5295,21005,We should prohibit women in combat,We should not prohibit this because women have shown that they can do jobs and participate in important combat strategies.,Women should be able to serve in combat if they choose to,-1,0
10242,7105,We should abolish the right to keep and bear arms,"if we abolished the right to bear arms then there would be fewer violent incidents that kill innocent civilians for example, the manchester shootings.",Gun ownership allows for mass-shootings/general gun violence,1,1
15199,6228,We should abolish intellectual property rights,art would probably be a lot better without intellectual property rights,Intellectual property rights waste money,1,0
3428,12482,We should ban the use of child actors,everyone has the right to develop their maximum potential regardless of whether they are children or adults.,The parents should decide for their child,-1,0
8488,22343,We should subsidize journalism,We should not subsidize journalism because money is fungible and this would trade off with education and other more important issues.,Government intervention has the risk of inserting bias/harming objectivity,-1,0
12488,15581,We should fight urbanization,its good to keep everyone in an urban environment because less travel is needed and it helps the environment.,Urbanization benefits the economy,-1,0
4561,4664,We should abandon the use of school uniform,"School uniforms make schools safer by making it easier to spot outsiders, harder for students to conceal weapons under baggy clothing, and make it easier for teachers to keep track of kids on trips.",School uniforms encourage discipline or focus on learning,-1,0
15491,6520,We should abolish intellectual property rights,intellectual property rights mean that it is too expensive to access literature and music. abolishing these rights would make art more accessible to all.,intellectual property rights are ineffective,1,0
1526,5707,We should abolish capital punishment,Innocent people may be wrongly convicted and executed.,The death penalty irreversible,1,1
4538,4641,We should abandon the use of school uniform,school uniforms make is so that everyone is equal,School uniforms create a sense of equality/unity,-1,1
11023,15395,We should fight for the abolition of nuclear weapons,nuclear weapons have helped keep the peace in a dangerous and uncertain world for several decades,Nuclear weapons is essential for protection and deterrence,-1,1
15116,988,Assisted suicide should be a criminal offence,there's the possibility that it could be used by those close to the person for financial gain or maliciously. you only have the word of the survivor that the person actually wanted to die.,Assisted suicide should not be allowed because many times people can still get better,1,0
10395,7258,We should abolish the right to keep and bear arms,prohibiting weapons would significantly reduce crimes,Guns lead to accidental deaths,1,0
11856,17738,We should legalize cannabis,legalising cannabis would take the trade out of the hands of criminal gangs,If cannabis was legalized it could be regulated,1,0
6393,19534,We should legalize sex selection,people should be able to chose the sex of their child,It is within the freedoms of the parents to select the sex of the child,1,1
5433,21143,We should prohibit women in combat,When women are on the front line of combat then men will be looking out for them and not concentrating on their own safety - causing more casualties.,Women should serve in safer roles,1,0
5892,21602,We should prohibit women in combat,women lack the stamina to be in combat roles,Women soldier capture is a big concern,1,0
4079,4182,We should abandon the use of school uniform,school unforms stifle freedom of expression. they can be costly and make circumstances difficult for those on a budget,School uniform is harming the student's self expression,1,1
9029,14380,We should end affirmative action,people today are not affected by what happened to their ancestors and do not deserve special treatment,Affirmative action is not just,1,1
3368,12422,We should ban the use of child actors,children in film and tv are regularly exploited and ill-treated by vain and self serving producers who have no ongoing concern for the well being of their young charges and so they should not be used,Child performers have a lot of pressure,1,0
15469,6498,We should abolish intellectual property rights,Intellectual property rights keep people from making needed improvements to ideas first thought of by someone else.,Intellectual property rights harm creativity/innovation,1,0
10778,7641,We should abolish the right to keep and bear arms,we should abolish this because so many innocent people can get hurt by accidental shootings or if the weapon is stolen then it can be used in a crime,Banning guns would save lives,1,0
3635,12689,We should ban the use of child actors,the use of child actors shall be banned because fame at a young age rarely results in a normal healthy life,Child performers tend to develop problems later in life,1,1
16537,2682,The vow of celibacy should be abandoned,the vow of celibacy is not necessary in this day and age as it is more widely accepted.,Celibacy is unhealthy/unnatural,1,0
5156,20866,We should prohibit women in combat,it would be a breach of equality rights to prohibit women from combat activities.,Women can overcome differences and be just as capable in combat,-1,0
1057,5238,We should abolish capital punishment,capital punishment does not belong in a civil society,The death penalty is a waste of resources,1,0
3941,12995,We should ban the use of child actors,we shouldn't ban the use of child actors because it lets kids follow their dream of acting early on and can lead to an early retirement,The parents should decide for their child,-1,0
8240,22095,We should subsidize journalism,quality journalism is important it's the way we know what the people in power are doing. it's important to fund that.,Journalism is important to information-spreading/accountability,1,1
10905,15277,We should fight for the abolition of nuclear weapons,Abolishing nuclear weapons would benefit all of humanity.,Nuclear weapons can fall into the wrong hands,1,0
4634,4737,We should abandon the use of school uniform,school uniforms shouldn't be used anymore because they can be expensive for some parents,School uniforms increase conformity or harm individuality,1,0
4672,4775,We should abandon the use of school uniform,school uniforms take away a students individuality.,School uniforms increase conformity or harm individuality,1,1
5639,21349,We should prohibit women in combat,women are smaller and more vulnerable in combat so should not be put there.,Women soldier capture is a big concern,1,0
4780,4883,We should abandon the use of school uniform,"the school uniform takes away bullying for those who cannot afford what is ""in""",School uniform reduces bullying,-1,1
10350,7213,We should abolish the right to keep and bear arms,people have a right to defend themselves by keeping arms and using them when necessary,Gun ownership is a right,-1,1
14790,662,Assisted suicide should be a criminal offence,if we make it a criminal offence then it may discourage people from committing suicide due to the repercussions that their families may face.,Assisted suicide should not be allowed because many times people can still get better,1,0
14017,23267,We should subsidize space exploration,we should not subsidize space exploration because we already spend enough on it. we can always have private companies like elon musk pay for additional space exploration,Space exploration can be carried by the private sector,-1,1
8458,22313,We should subsidize journalism,we should fund journalism to serve the public interest.,Subsidies will increase the quality of journalism,1,0
10182,7045,We should abolish the right to keep and bear arms,gun violence is at a an all time high and getting arms off the streets should be our number one priority.,Guns lead to accidental deaths,1,0
7077,20218,We should legalize sex selection,"We should legalize sex selection because in regions where infanticide is practiced, this would make it unnecessary.",Sex selection allows for better family planning,1,0
10236,7099,We should abolish the right to keep and bear arms,"if not guns, there will be other weapons like knives to harm people instead",Gun ownership is necessary for hunting/sports-shooting,-1,0
7660,15009,We should end mandatory retirement,people are living longer and we do not have the right to stop them from working if that is what they want to do.,A mandatory retirement reduces the quality of life for those forced to retire,1,0
16052,2197,The vow of celibacy should be abandoned,celibacy is a state of purity the church should maintain as a devotion to god. it demonstrates a priests sacrifice and commitment to religious principals and allows people to place faith in their leaders .,Removing celibacy could lead to sexually reckless acts,-1,0
11520,17402,We should legalize cannabis,cannabis is no more dangerous than alcohol which is legal.,Legalizing cannabis will reduce black-market/criminal activity,1,0
16539,2684,The vow of celibacy should be abandoned,the vow of celibacy is not necessary in this day and age as it is more widely accepted.,Celibacy reduces the pool of people wanting to become priests,1,0
13560,22810,We should subsidize space exploration,space exploration is nothing but a waste of money that could be used to help people on hearth,There are issues more important to fund than space exploration,-1,1
3784,12838,We should ban the use of child actors,we must not prohibit the use of child actors because it goes against the right to work. children under the supervision of their parents can develop their artistic talent without affecting their personal growth,Child performers are necessary for roles,-1,0
11483,17365,We should legalize cannabis,cannabis is gateway drug to other harmful substances such as cocaine,Cannabis harms the body,-1,0
16302,2447,The vow of celibacy should be abandoned,priests also have the right to have a family,Celibacy is unhealthy/unnatural,1,0
14045,23295,We should subsidize space exploration,we should subsidize space exploration as it is important to learn more about the universe and investigate the possibility of other life forms.,Space exploration can help in colonizing the resources/lands of other planets,1,0
9679,11509,We should ban private military companies,private military companies only exist to continue and profit from warfare. their operations are immoral and unlawful.,Private military companies cannot be trusted to be loyal to the hiring country,1,0
10439,7302,We should abolish the right to keep and bear arms,the only way to reduce gun deaths is to abolish the right to keep and bear arms,Gun ownership allows for mass-shootings/general gun violence,1,0
16766,2911,The vow of celibacy should be abandoned,the vow of celibacy should not be abandoned as it shows the willingness to make sacrifices on behalf of god.,Celibacy is a strong religious belief,-1,0
2895,11949,We should ban the use of child actors,a talented child should be able to pursue their dreams and help make a story come to life.,The parents should decide for their child,-1,0
1871,6052,We should abolish capital punishment,There is not credible statistical evidence that capital punishment reduces the rate of homicide,The death penalty harms the disenfranchised,1,0
7984,21839,We should subsidize journalism,it is important to ensure that the public is able to receive the news.,A subsidy is important to make journalism viable,1,0
6510,19651,We should legalize sex selection,sex selection can cause an over abundance of one sex over the other.,Sex selection is against tradition,-1,0
15771,6800,We should abolish intellectual property rights,we should abolish intellectual property rights because it can get very expensive,Intellectual property rights harm creativity/innovation,1,0
15612,6641,We should abolish intellectual property rights,it is too difficult to police intellectual property rights so should be abolished to focus resources elsewhere.,Intellectual property prevents the continuous improvement of a service/product,1,0
10154,7017,We should abolish the right to keep and bear arms,"Everyone must have the right to defend themselves, their families and their property, more and more criminals are carrying guns and if homeowners do not have them they are defenceless",Gun ownership is a right,-1,1
14864,736,Assisted suicide should be a criminal offence,"no doctor should take part in killing , it is their job to heal",Assisted suicide should not be allowed because many times people can still get better,1,0
4974,5077,We should abandon the use of school uniform,we should not abandon the use of school uniforms because it allows the students to concentrate on school work and not compete with their friends as to who was dressed better than the next.,School uniforms saves costs,-1,0
7505,14854,We should end mandatory retirement,mandatory retirement is bad for older workers,A mandatory retirement age harms the economy,1,0
114,10251,We should ban human cloning,"human cloning allows for the study of genetic disorders, opening the door for huge leaps in medical science and disease cures.",Cloning can be used for organ replication,-1,0
13661,22911,We should subsidize space exploration,space exploration should be subsidized as it will benefit us in the future with technology advancements.,Space exploration is financially beneficial,1,0
4808,4911,We should abandon the use of school uniform,the use of the school uniform takes away from the individuality of each student and therefore should be abandoned,School uniforms are expensive,1,0
16757,2902,The vow of celibacy should be abandoned,the vow of celibacy should be up to each individual.,Celibacy is a strong religious belief,-1,0
13464,22714,We should subsidize space exploration,space exploration is a waste of time and money and we should focus on sustaining earth,Space exploration can be carried by the private sector,-1,0
289,10426,We should ban human cloning,"human cloning could save thousands of lives, as a person needing an organ transplant could have the organ cloned for them.",Cloning helps those who can’t otherwise have a child,-1,0
14223,95,Assisted suicide should be a criminal offence,assisted suicide involves murdering someone which is illegal and should be treated as such.,Assisted suicide violates the doctor's role,1,0
8459,22314,We should subsidize journalism,we should fund journalism to serve the public interest.,Subsidy increases objectivity in reporting,1,0
11590,17472,We should legalize cannabis,cannabis leads on to much harder drugs and addiction,Legal cannabis can be getting to the hand of underage teenagers/children,-1,0
4911,5014,We should abandon the use of school uniform,we should abandon the use of school uniforms because if serves no purpose other than provide income to the company that produces the uniform.,School uniforms are often uncomfortable/sexist,1,0
724,10861,We should ban human cloning,there is a lot we can learn medically from human cloning and we should do it responsibly,Cloning can be used for organ replication,-1,0
5846,21556,We should prohibit women in combat,women in combat are unnecessary and just helping people becoming more violent,Women cannot overcome physical/emotional/mental barriers,1,0
7056,20197,We should legalize sex selection,we should legalize sex selection as everyone should have the right to determine the sex of their children.,Sex selection will prevent abortions/infanticide,1,0
16545,2690,The vow of celibacy should be abandoned,the vow of celibacy is one of the most important tenets of the catholic faith and should not be abandoned,Celibacy allows a priest to focus on God,-1,0
15332,6361,We should abolish intellectual property rights,"intellectual property is such a vague concept in many cases, to have a right to it stiffles others' creativity.",Intellectual property rights harm creativity/innovation,1,1
8657,14008,We should end affirmative action,affirmative action has done its job and is no longer necessary.,Affirmative action reduces quality,1,0
10942,15314,We should fight for the abolition of nuclear weapons,"If nuclear weapons fall into the wrong hands, e.g. terrorist regimes, they can be used for nefarious purposes.",Nuclear weapons can fall into the wrong hands,1,1
9692,11522,We should ban private military companies,private military companies operate without any oversight and are modern day mercenaries that answer to no one and strain relations with other nations.,Private military companies main interest is profit,1,0
4384,4487,We should abandon the use of school uniform,"School uniforms encourage students to express themselves in ways other than by the clothes they wear. They can express themselves through writing, music, drawing, dance, etc.",Children can still express themselves using other means,-1,1
1065,5246,We should abolish capital punishment,capital punishment dose not work and is barbaric.,The death penalty irreversible,1,0
11334,17216,We should legalize cannabis,cannabis has been shown to cause mental problems in teen users and shouldn't be legal.,Legal cannabis will boost the black-market/criminal activity,-1,0
